,Capacity,DaysShowedInWeek,Index,LastDate,Lifetime,Movie,OccAtWeek,OccPer,OtherReleasesInWeek,ReleaseDate,ShowsInWeek,WeeksSinceRelease
1896,770,7,1896,2016-09-15,7,HO00001476,662,0.859740259740259,11,2016-07-29,7,3
1897,990,7,1897,2016-09-15,7,HO00001476,868,0.8767676767676761,7,2016-07-29,9,4
1898,901,7,1898,2016-09-15,7,HO00001476,731,0.8113207547169811,7,2016-07-29,8,5
1899,901,7,1899,2016-09-15,7,HO00001476,743,0.824639289678135,8,2016-07-29,8,6
1900,220,2,1900,2016-09-15,7,HO00001476,202,0.9181818181818181,8,2016-07-29,2,7
1901,655,5,1901,2016-08-11,1,HO00001478,353,0.5389312977099231,11,2016-08-05,5,0
1902,262,2,1902,2016-08-11,1,HO00001478,74,0.282442748091603,6,2016-08-05,2,1
1903,4260,5,1903,2016-12-08,6,HO00001479,3964,0.9305164319248821,7,2016-10-28,35,0
1904,4355,7,1904,2016-12-08,6,HO00001479,3855,0.8851894374282431,5,2016-10-28,38,1
1905,2352,7,1905,2016-12-08,6,HO00001479,1936,0.8231292517006801,7,2016-10-28,21,2
1906,1540,7,1906,2016-12-08,6,HO00001479,1396,0.906493506493506,5,2016-10-28,14,3
1907,1760,7,1907,2016-12-08,6,HO00001479,1341,0.7619318181818181,8,2016-10-28,16,4
1908,985,7,1908,2016-12-08,6,HO00001479,618,0.62741116751269,7,2016-10-28,8,5
1909,262,2,1909,2016-12-08,6,HO00001479,184,0.702290076335877,7,2016-10-28,2,6
1910,1530,5,1910,2016-09-29,6,HO00001480,1231,0.8045751633986921,11,2016-08-19,12,0
1911,2096,7,1911,2016-09-29,6,HO00001480,1599,0.7628816793893131,7,2016-08-19,16,1
1912,1954,7,1912,2016-09-29,6,HO00001480,1592,0.814738996929375,7,2016-08-19,17,2
1913,990,7,1913,2016-09-29,6,HO00001480,853,0.8616161616161611,8,2016-08-19,9,3
1914,770,7,1914,2016-09-29,6,HO00001480,668,0.867532467532467,8,2016-08-19,7,4
1915,770,7,1915,2016-09-29,6,HO00001480,556,0.7220779220779221,10,2016-08-19,7,5
1916,220,2,1916,2016-09-29,6,HO00001480,165,0.75,5,2016-08-19,2,6
1917,1441,5,1917,2016-11-10,9,HO00001481,1073,0.7446217904233171,8,2016-09-09,11,0
1918,2585,7,1918,2016-11-10,9,HO00001481,1834,0.7094777562862671,8,2016-09-09,17,1
1919,2949,7,1919,2016-11-10,9,HO00001481,2157,0.731434384537131,10,2016-09-09,16,2
1920,1432,7,1920,2016-11-10,9,HO00001481,1061,0.740921787709497,5,2016-09-09,9,3
1921,820,7,1921,2016-11-10,9,HO00001481,712,0.868292682926829,10,2016-09-09,7,4
1922,1102,7,1922,2016-11-10,9,HO00001481,909,0.824863883847549,8,2016-09-09,9,5
1923,960,7,1923,2016-11-10,9,HO00001481,814,0.8479166666666661,7,2016-09-09,8,6
1924,1135,7,1924,2016-11-10,9,HO00001481,834,0.7348017621145371,7,2016-09-09,9,7
1925,917,7,1925,2016-11-10,9,HO00001481,574,0.625954198473282,5,2016-09-09,7,8
1926,262,2,1926,2016-11-10,9,HO00001481,153,0.583969465648855,7,2016-09-09,2,9
1927,2205,5,1927,2016-09-08,3,HO00001482,1151,0.5219954648526071,11,2016-08-19,10,0
1928,1482,7,1928,2016-09-08,3,HO00001482,961,0.648448043184885,7,2016-08-19,9,1
1929,840,7,1929,2016-09-08,3,HO00001482,712,0.847619047619047,7,2016-08-19,7,2
1930,240,2,1930,2016-09-08,3,HO00001482,196,0.8166666666666661,8,2016-08-19,2,3
1931,3650,5,1931,2016-09-21,2,HO00001483,3237,0.8868493150684931,8,2016-09-09,15,0
1932,2010,7,1932,2016-09-21,2,HO00001483,1140,0.567164179104477,8,2016-09-09,11,1
1933,110,1,1933,2016-09-21,2,HO00001483,100,0.9090909090909091,10,2016-09-09,1,2
1934,1100,5,1934,2016-09-29,1,HO00001484,897,0.8154545454545451,10,2016-09-23,10,0
1935,440,2,1935,2016-09-29,1,HO00001484,302,0.6863636363636361,5,2016-09-23,4,1
1936,1420,5,1936,2016-11-10,1,HO00001485,951,0.669718309859154,5,2016-11-04,12,0
1937,480,2,1937,2016-11-10,1,HO00001485,218,0.45416666666666605,7,2016-11-04,4,1
1938,600,5,1938,2016-10-19,2,HO00001486,531,0.885,10,2016-10-07,5,0
1939,720,6,1939,2016-10-19,2,HO00001486,539,0.748611111111111,8,2016-10-07,6,1
1940,120,1,1940,2016-10-19,2,HO00001486,71,0.591666666666666,7,2016-10-07,1,2
1941,3290,6,1941,2016-10-06,5,HO00001489,3062,0.9306990881458961,7,2016-09-01,19,0
1942,5440,7,1942,2016-10-06,5,HO00001489,4435,0.8152573529411761,8,2016-09-01,24,1
1943,4670,7,1943,2016-10-06,5,HO00001489,3216,0.68865096359743,8,2016-09-01,17,2
1944,1390,7,1944,2016-10-06,5,HO00001489,1023,0.735971223021582,10,2016-09-01,9,3
1945,820,7,1945,2016-10-06,5,HO00001489,727,0.8865853658536581,5,2016-09-01,7,4
1946,240,2,1946,2016-10-06,5,HO00001489,189,0.7875000000000001,10,2016-09-01,2,5
1947,2425,5,1947,2016-10-12,3,HO00001490,1894,0.781030927835051,10,2016-09-23,12,0
1948,1482,7,1948,2016-10-12,3,HO00001490,1058,0.713900134952766,5,2016-09-23,9,1
1949,720,6,1949,2016-10-12,3,HO00001490,638,0.8861111111111111,10,2016-09-23,6,2
1950,120,1,1950,2016-10-12,3,HO00001490,94,0.7833333333333331,8,2016-09-23,1,3
1951,2940,5,1951,2016-11-09,4,HO00001491,2587,0.8799319727891151,8,2016-10-14,14,0
1952,2280,7,1952,2016-11-09,4,HO00001491,1973,0.8653508771929821,7,2016-10-14,16,1
1953,910,7,1953,2016-11-09,4,HO00001491,742,0.815384615384615,7,2016-10-14,8,2
1954,770,7,1954,2016-11-09,4,HO00001491,588,0.7636363636363631,5,2016-10-14,7,3
1955,110,1,1955,2016-11-09,4,HO00001491,85,0.772727272727272,7,2016-10-14,1,4
1956,2640,5,1956,2016-11-23,4,HO00001492,2225,0.84280303030303,7,2016-10-28,22,0
1957,2380,7,1957,2016-11-23,4,HO00001492,1822,0.765546218487394,5,2016-10-28,20,1
1958,1520,7,1958,2016-11-23,4,HO00001492,1043,0.6861842105263151,7,2016-10-28,13,2
1959,1060,7,1959,2016-11-23,4,HO00001492,643,0.606603773584905,5,2016-10-28,9,3
1960,120,1,1960,2016-11-23,4,HO00001492,38,0.31666666666666604,8,2016-10-28,1,4
1961,8795,5,1961,2017-03-09,11,HO00001493,8125,0.9238203524729961,6,2016-12-23,39,0
1962,9892,7,1962,2017-03-09,11,HO00001493,8935,0.9032551556813581,8,2016-12-23,35,1
1963,9300,7,1963,2017-03-09,11,HO00001493,6935,0.745698924731182,3,2016-12-23,30,2
1964,3900,7,1964,2017-03-09,11,HO00001493,3055,0.7833333333333331,9,2016-12-23,19,3
1965,4560,7,1965,2017-03-09,11,HO00001493,2782,0.610087719298245,3,2016-12-23,16,4
1966,1560,7,1966,2017-03-09,11,HO00001493,1285,0.823717948717948,3,2016-12-23,13,5
1967,960,7,1967,2017-03-09,11,HO00001493,782,0.8145833333333331,7,2016-12-23,8,6
1968,780,7,1968,2017-03-09,11,HO00001493,643,0.8243589743589741,6,2016-12-23,7,7
1969,770,7,1969,2017-03-09,11,HO00001493,647,0.84025974025974,11,2016-12-23,7,8
1970,770,7,1970,2017-03-09,11,HO00001493,683,0.887012987012987,9,2016-12-23,7,9
1971,770,7,1971,2017-03-09,11,HO00001493,583,0.757142857142857,11,2016-12-23,7,10
1972,340,2,1972,2017-03-09,11,HO00001493,179,0.526470588235294,6,2016-12-23,3,11
1973,2860,6,1973,2016-09-01,4,HO00001495,2425,0.847902097902097,11,2016-08-04,20,0
1974,1280,7,1974,2016-09-01,4,HO00001495,1151,0.8992187500000001,6,2016-08-04,11,1
1975,840,7,1975,2016-09-01,4,HO00001495,755,0.8988095238095231,11,2016-08-04,7,2
1976,720,6,1976,2016-09-01,4,HO00001495,573,0.7958333333333331,7,2016-08-04,6,3
1977,240,2,1977,2016-09-01,4,HO00001495,135,0.5625,7,2016-08-04,2,4
1978,550,5,1978,2016-08-11,1,HO00001497,502,0.912727272727272,11,2016-08-05,5,0
1979,220,2,1979,2016-08-11,1,HO00001497,158,0.718181818181818,6,2016-08-05,2,1
1980,655,5,1980,2016-08-09,0,HO00001498,313,0.47786259541984705,11,2016-08-05,5,0
1981,770,5,1981,2016-08-11,1,HO00001499,640,0.8311688311688311,11,2016-08-05,7,0
1982,220,2,1982,2016-08-11,1,HO00001499,179,0.813636363636363,6,2016-08-05,2,1
1983,1150,5,1983,2016-08-18,2,HO00001500,1123,0.976521739130434,11,2016-08-05,10,0
1984,1010,7,1984,2016-08-18,2,HO00001500,976,0.9663366336633661,6,2016-08-05,9,1
1985,220,2,1985,2016-08-18,2,HO00001500,211,0.9590909090909091,11,2016-08-05,2,2
1986,2040,5,1986,2016-08-22,2,HO00001501,1992,0.9764705882352941,11,2016-08-05,17,0
1987,1820,7,1987,2016-08-22,2,HO00001501,1724,0.9472527472527471,6,2016-08-05,16,1
1988,770,6,1988,2016-08-22,2,HO00001501,675,0.8766233766233761,11,2016-08-05,7,2
1989,550,5,1989,2016-08-11,1,HO00001502,473,0.86,11,2016-08-05,5,0
1990,220,2,1990,2016-08-11,1,HO00001502,140,0.636363636363636,6,2016-08-05,2,1
1991,220,2,1991,2016-08-07,0,HO00001503,203,0.9227272727272721,11,2016-08-06,2,0
1992,220,2,1992,2016-08-07,0,HO00001504,208,0.9454545454545451,11,2016-08-06,2,0
1993,3253,5,1993,2016-09-07,4,HO00001505,2522,0.7752843529050101,6,2016-08-12,18,0
1994,1803,7,1994,2016-09-07,4,HO00001505,1248,0.6921797004991681,11,2016-08-12,14,1
1995,880,7,1995,2016-09-07,4,HO00001505,796,0.9045454545454541,7,2016-08-12,8,2
1996,770,7,1996,2016-09-07,4,HO00001505,634,0.8233766233766231,7,2016-08-12,7,3
1997,110,1,1997,2016-09-07,4,HO00001505,49,0.44545454545454505,8,2016-08-12,1,4
1998,1430,5,1998,2016-09-21,6,HO00001506,1390,0.9720279720279721,6,2016-08-12,13,0
1999,2410,7,1999,2016-09-21,6,HO00001506,2279,0.94564315352697,11,2016-08-12,11,1
2000,2170,7,2000,2016-09-21,6,HO00001506,1719,0.7921658986175111,7,2016-08-12,7,2
2001,1170,7,2001,2016-09-21,6,HO00001506,791,0.676068376068376,7,2016-08-12,7,3
2002,770,7,2002,2016-09-21,6,HO00001506,639,0.8298701298701291,8,2016-08-12,7,4
2003,770,7,2003,2016-09-21,6,HO00001506,639,0.8298701298701291,8,2016-08-12,7,5
2004,110,1,2004,2016-09-21,6,HO00001506,89,0.8090909090909091,10,2016-08-12,1,6
2005,9060,5,2005,2017-01-11,9,HO00001507,8445,0.9321192052980131,7,2016-11-11,33,0
2006,10230,7,2006,2017-01-11,9,HO00001507,7880,0.7702834799608991,5,2016-11-11,33,1
2007,9300,7,2007,2017-01-11,9,HO00001507,6086,0.6544086021505371,8,2016-11-11,30,2
2008,2921,7,2008,2017-01-11,9,HO00001507,1693,0.579596028757274,7,2016-11-11,18,3
2009,1920,7,2009,2017-01-11,9,HO00001507,1455,0.7578125,7,2016-11-11,16,4
2010,1030,7,2010,2017-01-11,9,HO00001507,800,0.776699029126213,8,2016-11-11,9,5
2011,770,7,2011,2017-01-11,9,HO00001507,708,0.9194805194805191,6,2016-11-11,7,6
2012,770,7,2012,2017-01-11,9,HO00001507,692,0.8987012987012981,8,2016-11-11,7,7
2013,660,6,2013,2017-01-11,9,HO00001507,472,0.7151515151515151,3,2016-11-11,6,8
2014,110,1,2014,2017-01-11,9,HO00001507,27,0.245454545454545,9,2016-11-11,1,9
2015,8080,6,2015,2017-01-05,5,HO00001508,6028,0.746039603960396,7,2016-12-01,28,0
2016,6180,7,2016,2017-01-05,5,HO00001508,3610,0.584142394822006,7,2016-12-01,23,1
2017,2800,7,2017,2017-01-05,5,HO00001508,1644,0.5871428571428571,8,2016-12-01,18,2
2018,1040,7,2018,2017-01-05,5,HO00001508,822,0.790384615384615,6,2016-12-01,9,3
2019,840,7,2019,2017-01-05,5,HO00001508,612,0.7285714285714281,8,2016-12-01,7,4
2020,240,2,2020,2017-01-05,5,HO00001508,96,0.4,3,2016-12-01,2,5
2021,1930,5,2021,2016-09-15,4,HO00001509,1796,0.930569948186528,11,2016-08-19,13,0
2022,1300,7,2022,2016-09-15,4,HO00001509,1277,0.9823076923076921,7,2016-08-19,11,1
2023,2750,7,2023,2016-09-15,4,HO00001509,2246,0.8167272727272721,7,2016-08-19,15,2
2024,1220,7,2024,2016-09-15,4,HO00001509,930,0.7622950819672131,8,2016-08-19,9,3
2025,340,2,2025,2016-09-15,4,HO00001509,215,0.63235294117647,8,2016-08-19,3,4
2026,4890,5,2026,2016-11-10,5,HO00001510,4670,0.9550102249488751,10,2016-10-07,19,0
2027,5525,7,2027,2016-11-10,5,HO00001510,4758,0.8611764705882351,8,2016-10-07,22,1
2028,5877,7,2028,2016-11-10,5,HO00001510,3828,0.6513527309851961,7,2016-10-07,23,2
2029,2052,7,2029,2016-11-10,5,HO00001510,1013,0.49366471734892703,7,2016-10-07,11,3
2030,770,7,2030,2016-11-10,5,HO00001510,627,0.8142857142857141,5,2016-10-07,7,4
2031,220,2,2031,2016-11-10,5,HO00001510,163,0.7409090909090911,7,2016-10-07,2,5
2032,1430,5,2032,2016-08-31,3,HO00001511,1183,0.827272727272727,6,2016-08-12,13,0
2033,990,7,2033,2016-08-31,3,HO00001511,696,0.703030303030303,11,2016-08-12,9,1
2034,770,7,2034,2016-08-31,3,HO00001511,524,0.6805194805194801,7,2016-08-12,7,2
2035,110,1,2035,2016-08-31,3,HO00001511,55,0.5,7,2016-08-12,1,3
2036,550,5,2036,2016-08-24,2,HO00001512,478,0.869090909090909,6,2016-08-12,5,0
2037,770,7,2037,2016-08-24,2,HO00001512,589,0.764935064935064,11,2016-08-12,7,1
2038,110,1,2038,2016-08-24,2,HO00001512,99,0.9,7,2016-08-12,1,2
2039,1100,5,2039,2016-09-29,4,HO00001513,1060,0.9636363636363631,7,2016-09-02,10,0
2040,1750,7,2040,2016-09-29,4,HO00001513,1305,0.7457142857142851,8,2016-09-02,14,1
2041,1179,7,2041,2016-09-29,4,HO00001513,697,0.5911789652247661,8,2016-09-02,9,2
2042,812,7,2042,2016-09-29,4,HO00001513,611,0.7524630541871921,10,2016-09-02,7,3
2043,220,2,2043,2016-09-29,4,HO00001513,194,0.8818181818181811,5,2016-09-02,2,4
2044,3330,6,2044,2016-09-01,1,HO00001514,1998,0.6000000000000001,7,2016-08-25,12,0
2045,730,2,2045,2016-09-01,1,HO00001514,222,0.30410958904109503,7,2016-08-25,3,1
2046,4840,6,2046,2016-10-13,3,HO00001515,4307,0.8898760330578511,10,2016-09-22,24,0
2047,3710,7,2047,2016-10-13,3,HO00001515,2637,0.710781671159029,5,2016-09-22,21,1
2048,1610,7,2048,2016-10-13,3,HO00001515,1043,0.647826086956521,10,2016-09-22,11,2
2049,220,2,2049,2016-10-13,3,HO00001515,193,0.8772727272727271,8,2016-09-22,2,3
2050,1320,5,2050,2016-08-31,2,HO00001516,1092,0.827272727272727,11,2016-08-19,12,0
2051,990,7,2051,2016-08-31,2,HO00001516,762,0.7696969696969691,7,2016-08-19,9,1
2052,110,1,2052,2016-08-31,2,HO00001516,42,0.38181818181818106,7,2016-08-19,1,2
2053,550,5,2053,2016-08-25,1,HO00001517,385,0.7000000000000001,11,2016-08-19,5,0
2054,220,2,2054,2016-08-25,1,HO00001517,155,0.704545454545454,7,2016-08-19,2,1
2055,550,5,2055,2016-08-25,1,HO00001518,443,0.8054545454545451,11,2016-08-19,5,0
2056,220,2,2056,2016-08-25,1,HO00001518,201,0.913636363636363,7,2016-08-19,2,1
2057,440,4,2057,2016-08-22,0,HO00001519,288,0.6545454545454541,11,2016-08-19,4,0
2058,1320,5,2058,2016-09-01,1,HO00001520,1001,0.7583333333333331,7,2016-08-26,12,0
2059,440,2,2059,2016-09-01,1,HO00001520,264,0.6000000000000001,7,2016-08-26,4,1
2060,550,5,2060,2016-08-25,1,HO00001522,436,0.7927272727272721,11,2016-08-19,5,0
2061,220,2,2061,2016-08-25,1,HO00001522,193,0.8772727272727271,7,2016-08-19,2,1
2062,1100,5,2062,2016-10-20,8,HO00001524,974,0.885454545454545,7,2016-08-26,10,0
2063,1040,7,2063,2016-10-20,8,HO00001524,816,0.784615384615384,7,2016-08-26,9,1
2064,840,7,2064,2016-10-20,8,HO00001524,723,0.8607142857142851,8,2016-08-26,7,2
2065,840,7,2065,2016-10-20,8,HO00001524,637,0.7583333333333331,8,2016-08-26,7,3
2066,950,7,2066,2016-10-20,8,HO00001524,858,0.903157894736842,10,2016-08-26,8,4
2067,840,7,2067,2016-10-20,8,HO00001524,754,0.8976190476190471,5,2016-08-26,7,5
2068,790,7,2068,2016-10-20,8,HO00001524,701,0.887341772151898,10,2016-08-26,7,6
2069,770,7,2069,2016-10-20,8,HO00001524,671,0.8714285714285711,8,2016-08-26,7,7
2070,220,2,2070,2016-10-20,8,HO00001524,201,0.913636363636363,7,2016-08-26,2,8
2071,240,2,2071,2016-08-21,0,HO00001525,91,0.37916666666666604,11,2016-08-20,2,0
2072,7700,5,2072,2016-11-30,5,HO00001526,7119,0.9245454545454541,7,2016-10-28,30,0
2073,8520,7,2073,2016-11-30,5,HO00001526,6328,0.7427230046948351,5,2016-10-28,32,1
2074,3452,7,2074,2016-11-30,5,HO00001526,1887,0.546639629200463,7,2016-10-28,20,2
2075,1572,7,2075,2016-11-30,5,HO00001526,977,0.621501272264631,5,2016-10-28,12,3
2076,862,7,2076,2016-11-30,5,HO00001526,610,0.707656612529002,8,2016-10-28,7,4
2077,120,1,2077,2016-11-30,5,HO00001526,75,0.625,7,2016-10-28,1,5
2078,7440,5,2078,2016-11-24,7,HO00001527,7229,0.971639784946236,10,2016-10-07,24,0
2079,9610,7,2079,2016-11-24,7,HO00001527,8325,0.866285119667013,8,2016-10-07,31,1
2080,4475,7,2080,2016-11-24,7,HO00001527,3254,0.7271508379888261,7,2016-10-07,25,2
2081,1252,7,2081,2016-11-24,7,HO00001527,952,0.7603833865814691,7,2016-10-07,11,3
2082,985,7,2082,2016-11-24,7,HO00001527,723,0.734010152284263,5,2016-10-07,8,4
2083,972,7,2083,2016-11-24,7,HO00001527,638,0.656378600823045,7,2016-10-07,8,5
2084,840,7,2084,2016-11-24,7,HO00001527,557,0.6630952380952381,5,2016-10-07,7,6
2085,230,2,2085,2016-11-24,7,HO00001527,107,0.465217391304347,8,2016-10-07,2,7
2086,5270,6,2086,2016-09-07,1,HO00001528,3111,0.5903225806451611,7,2016-09-01,17,0
2087,620,1,2087,2016-09-07,1,HO00001528,173,0.27903225806451604,8,2016-09-01,2,1
2088,3830,6,2088,2016-09-08,2,HO00001529,2581,0.6738903394255871,7,2016-08-25,13,0
2089,1585,7,2089,2016-09-08,2,HO00001529,994,0.627129337539432,7,2016-08-25,8,1
2090,262,2,2090,2016-09-08,2,HO00001529,202,0.770992366412213,8,2016-08-25,2,2
2091,655,5,2091,2016-09-01,1,HO00001530,433,0.6610687022900761,7,2016-08-26,5,0
2092,262,2,2092,2016-09-01,1,HO00001530,123,0.46946564885496106,7,2016-08-26,2,1
2093,550,5,2093,2016-09-08,2,HO00001531,539,0.98,7,2016-08-26,5,0
2094,820,7,2094,2016-09-08,2,HO00001531,694,0.8463414634146341,7,2016-08-26,7,1
2095,240,2,2095,2016-09-08,2,HO00001531,58,0.24166666666666603,8,2016-08-26,2,2
2096,220,2,2096,2016-08-28,0,HO00001533,192,0.872727272727272,7,2016-08-27,2,0
2097,3270,5,2097,2016-11-10,7,HO00001535,3096,0.9467889908256881,10,2016-09-23,17,0
2098,5880,7,2098,2016-11-10,7,HO00001535,4913,0.8355442176870741,5,2016-09-23,28,1
2099,3304,7,2099,2016-11-10,7,HO00001535,2418,0.7318401937046001,10,2016-09-23,22,2
2100,1671,7,2100,2016-11-10,7,HO00001535,1299,0.7773788150807901,8,2016-09-23,15,3
2101,1540,7,2101,2016-11-10,7,HO00001535,1318,0.8558441558441551,7,2016-09-23,14,4
2102,990,7,2102,2016-11-10,7,HO00001535,874,0.8828282828282821,7,2016-09-23,9,5
2103,1010,7,2103,2016-11-10,7,HO00001535,694,0.6871287128712871,5,2016-09-23,9,6
2104,220,2,2104,2016-11-10,7,HO00001535,110,0.5,7,2016-09-23,2,7
2105,6160,6,2105,2016-12-15,3,HO00001536,4962,0.8055194805194801,8,2016-11-24,26,0
2106,2510,7,2106,2016-12-15,3,HO00001536,1733,0.690438247011952,7,2016-11-24,17,1
2107,990,7,2107,2016-12-15,3,HO00001536,722,0.7292929292929291,7,2016-11-24,9,2
2108,220,2,2108,2016-12-15,3,HO00001536,128,0.581818181818181,8,2016-11-24,2,3
2109,9300,6,2109,2016-10-13,5,HO00001537,8927,0.9598924731182791,8,2016-09-08,30,0
2110,9252,7,2110,2016-10-13,5,HO00001537,7189,0.777021184608733,8,2016-09-08,31,1
2111,6350,7,2111,2016-10-13,5,HO00001537,5047,0.794803149606299,10,2016-09-08,25,2
2112,4110,7,2112,2016-10-13,5,HO00001537,3075,0.7481751824817511,5,2016-09-08,21,3
2113,1610,7,2113,2016-10-13,5,HO00001537,1007,0.625465838509316,10,2016-09-08,11,4
2114,220,2,2114,2016-10-13,5,HO00001537,182,0.827272727272727,8,2016-09-08,2,5
2115,4820,5,2115,2017-01-05,3,HO00001538,3274,0.679253112033194,8,2016-12-16,22,0
2116,2230,7,2116,2017-01-05,3,HO00001538,1283,0.5753363228699551,6,2016-12-16,13,1
2117,770,7,2117,2017-01-05,3,HO00001538,567,0.7363636363636361,8,2016-12-16,7,2
2118,220,2,2118,2017-01-05,3,HO00001538,94,0.427272727272727,3,2016-12-16,2,3
2119,524,4,2119,2016-09-05,0,HO00001540,177,0.33778625954198405,7,2016-09-02,4,0
2120,1430,5,2120,2016-09-15,2,HO00001541,1362,0.9524475524475521,7,2016-09-02,13,0
2121,1760,7,2121,2016-09-15,2,HO00001541,1522,0.864772727272727,8,2016-09-02,16,1
2122,440,2,2122,2016-09-15,2,HO00001541,384,0.872727272727272,8,2016-09-02,4,2
2123,3100,5,2123,2016-09-07,1,HO00001542,2279,0.73516129032258,7,2016-09-02,10,0
2124,620,1,2124,2016-09-07,1,HO00001542,163,0.26290322580645104,8,2016-09-02,2,1
2125,1440,5,2125,2016-09-22,2,HO00001543,1217,0.8451388888888881,8,2016-09-09,12,0
2126,1080,7,2126,2016-09-22,2,HO00001543,837,0.775,8,2016-09-09,9,1
2127,251,2,2127,2016-09-22,2,HO00001543,135,0.537848605577689,10,2016-09-09,2,2
2128,660,6,2128,2016-09-15,1,HO00001544,543,0.8227272727272721,8,2016-09-08,6,0
2129,220,2,2129,2016-09-15,1,HO00001544,94,0.427272727272727,8,2016-09-08,2,1
2130,910,5,2130,2016-10-06,4,HO00001545,555,0.6098901098901091,8,2016-09-09,6,0
2131,1390,7,2131,2016-10-06,4,HO00001545,868,0.624460431654676,8,2016-09-09,10,1
2132,1342,7,2132,2016-10-06,4,HO00001545,1124,0.8375558867362141,10,2016-09-09,11,2
2133,1222,7,2133,2016-10-06,4,HO00001545,932,0.7626841243862521,5,2016-09-09,10,3
2134,240,2,2134,2016-10-06,4,HO00001545,219,0.9125000000000001,10,2016-09-09,2,4
2135,880,5,2135,2016-09-21,2,HO00001546,783,0.889772727272727,8,2016-09-09,8,0
2136,880,7,2136,2016-09-21,2,HO00001546,642,0.729545454545454,8,2016-09-09,8,1
2137,110,1,2137,2016-09-21,2,HO00001546,73,0.663636363636363,10,2016-09-09,1,2
2138,930,5,2138,2016-09-21,2,HO00001547,662,0.7118279569892471,8,2016-09-09,8,0
2139,885,6,2139,2016-09-21,2,HO00001547,499,0.563841807909604,8,2016-09-09,7,1
2140,131,1,2140,2016-09-21,2,HO00001547,62,0.47328244274809106,10,2016-09-09,1,2
2141,600,5,2141,2016-09-22,1,HO00001548,509,0.848333333333333,8,2016-09-16,5,0
2142,240,2,2142,2016-09-22,1,HO00001548,107,0.445833333333333,10,2016-09-16,2,1
2143,3940,5,2143,2016-10-27,6,HO00001549,3189,0.8093908629441621,8,2016-09-16,14,0
2144,4270,7,2144,2016-10-27,6,HO00001549,3646,0.8538641686182671,10,2016-09-16,17,1
2145,3445,7,2145,2016-10-27,6,HO00001549,2893,0.83976777939042,5,2016-09-16,14,2
2146,1872,7,2146,2016-10-27,6,HO00001549,1596,0.8525641025641021,10,2016-09-16,13,3
2147,880,7,2147,2016-10-27,6,HO00001549,743,0.8443181818181811,8,2016-09-16,8,4
2148,990,7,2148,2016-10-27,6,HO00001549,761,0.7686868686868681,7,2016-09-16,9,5
2149,220,2,2149,2016-10-27,6,HO00001549,135,0.6136363636363631,7,2016-09-16,2,6
2150,550,5,2150,2016-09-21,1,HO00001550,374,0.68,8,2016-09-16,5,0
2151,110,1,2151,2016-09-21,1,HO00001550,33,0.30000000000000004,10,2016-09-16,1,1
2152,1320,5,2152,2016-09-22,1,HO00001551,1074,0.813636363636363,8,2016-09-16,12,0
2153,330,2,2153,2016-09-22,1,HO00001551,252,0.7636363636363631,10,2016-09-16,3,1
2154,440,4,2154,2016-09-19,0,HO00001552,293,0.66590909090909,8,2016-09-16,4,0
2155,1440,5,2155,2016-09-22,1,HO00001554,1123,0.7798611111111111,8,2016-09-16,12,0
2156,360,2,2156,2016-09-22,1,HO00001554,210,0.583333333333333,10,2016-09-16,3,1
2157,770,5,2157,2016-09-21,1,HO00001555,395,0.512987012987013,8,2016-09-16,7,0
2158,110,1,2158,2016-09-21,1,HO00001555,25,0.22727272727272702,10,2016-09-16,1,1
2159,330,3,2159,2016-09-18,0,HO00001556,122,0.369696969696969,8,2016-09-16,3,0
2160,550,5,2160,2016-09-29,1,HO00001557,472,0.858181818181818,10,2016-09-23,5,0
2161,220,2,2161,2016-09-29,1,HO00001557,191,0.868181818181818,5,2016-09-23,2,1
2162,480,4,2162,2016-09-26,0,HO00001558,161,0.33541666666666603,10,2016-09-23,4,0
2163,120,1,2163,2016-09-28,0,HO00001559,118,0.9833333333333331,5,2016-09-28,1,0
2164,600,5,2164,2016-09-29,1,HO00001560,409,0.6816666666666661,10,2016-09-23,5,0
2165,240,2,2165,2016-09-29,1,HO00001560,102,0.425,5,2016-09-23,2,1
2166,550,5,2166,2016-10-06,2,HO00001561,517,0.9400000000000001,10,2016-09-23,5,0
2167,770,7,2167,2016-10-06,2,HO00001561,676,0.8779220779220771,5,2016-09-23,7,1
2168,220,2,2168,2016-10-06,2,HO00001561,193,0.8772727272727271,10,2016-09-23,2,2
2169,1550,5,2169,2016-10-06,2,HO00001562,1052,0.6787096774193541,10,2016-09-23,12,0
2170,1179,7,2170,2016-10-06,2,HO00001562,678,0.5750636132315521,5,2016-09-23,9,1
2171,262,2,2171,2016-10-06,2,HO00001562,130,0.49618320610687006,10,2016-09-23,2,2
2172,3650,5,2172,2016-11-03,4,HO00001563,3528,0.966575342465753,10,2016-10-07,15,0
2173,3110,7,2173,2016-11-03,4,HO00001563,2158,0.6938906752411571,8,2016-10-07,21,1
2174,1210,7,2174,2016-11-03,4,HO00001563,877,0.724793388429752,7,2016-10-07,11,2
2175,770,7,2175,2016-11-03,4,HO00001563,615,0.798701298701298,7,2016-10-07,7,3
2176,220,2,2176,2016-11-03,4,HO00001563,115,0.522727272727272,5,2016-10-07,2,4
2177,990,5,2177,2016-10-27,3,HO00001564,929,0.9383838383838381,10,2016-10-07,9,0
